scheme_code,scheme_name,isin_growth,isin_reinvestment,fund_house,category,sub_category,risk_grade
134359,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Regular Monthly Dividend,INF903J018H5,INF903J012I6,Sundaram Mutual Fund,Debt Scheme,Banking and PSU Fund,Low to Moderate
134361,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Regular Quarterly Bonus,INF903J014I2,-,Sundaram Mutual Fund,Debt Scheme,Banking and PSU Fund,Low to Moderate
134362,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Regular Quarterly Dividend,INF903J019H3,INF903J013I4,Sundaram Mutual Fund,Debt Scheme,Banking and PSU Fund,Low to Moderate
134360,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Regular Weekly Dividend,INF903J017H7,INF903J011I8,Sundaram Mutual Fund,Debt Scheme,Banking and PSU Fund,Low to Moderate
119629,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Direct Plan - Bonus,INF903J01RI4,-,Sundaram Mutual Fund,Debt Scheme,Banking and PSU Fund,Low to Moderate
119627,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Direct Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),-,INF903J01PC1,Sundaram Mutual Fund,Debt Scheme,Banking and PSU Fund,Low to Moderate
119625,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Direct Plan - Growth,INF903J01PA5,-,Sundaram Mutual Fund,Debt Scheme,Banking and PSU Fund,Low to Moderate
119626,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Direct Plan - Income Distribution cum Capital Withdrawal (IDCW),INF903J01PB3,INF903J01PE7,Sundaram Mutual Fund,Debt Scheme,Banking and PSU Fund,Low to Moderate
118326,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Regular Plan - Bonus,INF903J01LY4,-,Sundaram Mutual Fund,Debt Scheme,Banking and PSU Fund,Low to Moderate
100782,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Regular Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),-,INF903J01IP8,Sundaram Mutual Fund,Debt Scheme,Banking and PSU Fund,Low to Moderate
100784,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Regular Plan - Growth,INF903J01IN3,-,Sundaram Mutual Fund,Debt Scheme,Banking and PSU Fund,Low to Moderate
100793,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Regular Plan - Income Distribution cum Capital Withdrawal (IDCW),INF903J01IO1,INF903J01IR4,Sundaram Mutual Fund,Debt Scheme,Banking and PSU Fund,Low to Moderate
100783,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Regular Plan - Weekly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),-,INF903J01IQ6,Sundaram Mutual Fund,Debt Scheme,Banking and PSU Fund,Low to Moderate
100781,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Retail Plan - Growth,INF903J01IK9,-,Sundaram Mutual Fund,Debt Scheme,Banking and PSU Fund,Low to Moderate
100780,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Retail Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW),INF903J01IL7,INF903J01IM5,Sundaram Mutual Fund,Debt Scheme,Banking and PSU Fund,Low to Moderate
140135,UTI Banking & PSU Fund - Direct Plan - Annual IDCW,INF789FA1V03,INF789FA1V11,UTI Mutual Fund,Debt Scheme,Banking and PSU Fund,Low to Moderate
133972,UTI Banking & PSU Fund - Direct Plan - Flexi IDCW,INF789FA1V29,INF789FA1V37,UTI Mutual Fund,Debt Scheme,Banking and PSU Fund,Low to Moderate
126940,UTI Banking & PSU Fund - Direct Plan - Growth Option,INF789F015Z6,-,UTI Mutual Fund,Debt Scheme,Banking and PSU Fund,Low to Moderate
141375,UTI Banking & PSU Fund - Direct Plan - Half-Yearly IDCW,INF789FA1U87,INF789FA1U95,UTI Mutual Fund,Debt Scheme,Banking and PSU Fund,Low to Moderate
134026,UTI Banking & PSU Fund - Direct Plan - Monthly IDCW,INF789FC1HE1,INF789FC1HF8,UTI Mutual Fund,Debt Scheme,Banking and PSU Fund,Low to Moderate
126942,UTI Banking & PSU Fund - Direct Plan - Quarterly IDCW,INF789F016Z4,INF789F017Z2,UTI Mutual Fund,Debt Scheme,Banking and PSU Fund,Low to Moderate
140116,UTI Banking & PSU Fund - Regular Plan - Annual IDCW,INF789FA1U46,INF789FA1U53,UTI Mutual Fund,Debt Scheme,Banking and PSU Fund,Low to Moderate
133971,UTI Banking & PSU Fund - Regular Plan - Flexi IDCW,INF789FA1U61,INF789FA1U79,UTI Mutual Fund,Debt Scheme,Banking and PSU Fund,Low to Moderate
139407,UTI Banking & PSU Fund - Regular Plan - Half-Yearly IDCW,INF789FA1U20,INF789FA1U38,UTI Mutual Fund,Debt Scheme,Banking and PSU Fund,Low to Moderate
136110,UTI Banking & PSU Fund - Regular Plan - Monthly IDCW,INF789FC1HC5,INF789FC1HD3,UTI Mutual Fund,Debt Scheme,Banking and PSU Fund,Low to Moderate
126941,UTI Banking & PSU Fund - Regular Plan - Quarterly IDCW,INF789F012Z3,INF789F013Z1,UTI Mutual Fund,Debt Scheme,Banking and PSU Fund,Low to Moderate
126939,UTI Banking & PSU Fund- Regular Plan - Growth Option,INF789F014Z9,-,UTI Mutual Fund,Debt Scheme,Banking and PSU Fund,Low to Moderate
119533,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,INF209K01S38,-,Aditya Birla Sun Life Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
103178,Aditya Birla Sun Life Corporate Bond Fund - Growth - Regular Plan,INF209K01785,-,Aditya Birla Sun Life Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
124832,Aditya Birla Sun Life Corporate Bond Fund -DIRECT - IDCW,INF209KA1KT0,-,Aditya Birla Sun Life Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
119532,Aditya Birla Sun Life Corporate Bond Fund -DIRECT - MONTHLY IDCW,INF209K01N90,INF209KA1KU8,Aditya Birla Sun Life Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
124833,Aditya Birla Sun Life Corporate Bond Fund -REGULAR - IDCW,INF209KA1KS2,-,Aditya Birla Sun Life Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
103183,Aditya Birla Sun Life Corporate Bond Fund -REGULAR - MONTHLY IDCW,INF209K01983,INF209K01DL8,Aditya Birla Sun Life Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
141586,Axis Corporate Bond Fund - Direct Plan - Daily IDCW,INF846K01ZN6,-,Axis Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
141590,Axis Corporate Bond Fund - Direct Plan - Monthly IDCW,INF846K01ZQ9,INF846K01ZR7,Axis Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
141591,Axis Corporate Bond Fund - Direct Plan - Regular IDCW,INF846K01ZS5,INF846K01ZT3,Axis Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
141587,Axis Corporate Bond Fund - Direct Plan - Weekly IDCW,INF846K01ZO4,INF846K01ZP1,Axis Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
141588,Axis Corporate Bond Fund - Direct Plan Growth,INF846K01ZM8,-,Axis Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
141589,Axis Corporate Bond Fund - Regular Plan - Daily IDCW,INF846K01ZV9,-,Axis Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
141594,Axis Corporate Bond Fund - Regular Plan - Monthly IDCW,INF846K01ZY3,INF846K01ZZ0,Axis Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
141595,Axis Corporate Bond Fund - Regular Plan - Regular IDCW,INF846K01A03,INF846K01A11,Axis Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
141592,Axis Corporate Bond Fund - Regular Plan - Weekly IDCW,INF846K01ZW7,INF846K01ZX5,Axis Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
141593,Axis Corporate Bond Fund - Regular Plan Growth,INF846K01ZU1,-,Axis Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
139201,BANDHAN Corporate Bond Fund - Direct Annual IDCW,INF194KA1T34,INF194KA1T42,Bandhan Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
135916,BANDHAN Corporate Bond Fund - Direct Growth,INF194KA1M23,-,Bandhan Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
139200,BANDHAN Corporate Bond Fund - Direct Half Yearly IDCW,INF194KA1T00,INF194KA1T18,Bandhan Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
139198,BANDHAN Corporate Bond Fund - Direct Monthly IDCW,INF194KA1S43,INF194KA1S50,Bandhan Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
135917,BANDHAN Corporate Bond Fund - Direct Periodic IDCW,INF194KA1M31,INF194KA1M49,Bandhan Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
139199,BANDHAN Corporate Bond Fund - Direct Quarterly IDCW,INF194KA1S76,INF194KA1S84,Bandhan Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
139204,BANDHAN Corporate Bond Fund - Regular Annual IDCW,INF194KA1S19,INF194KA1S27,Bandhan Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
135914,BANDHAN Corporate Bond Fund - Regular Growth,INF194KA1L81,-,Bandhan Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
139203,BANDHAN Corporate Bond Fund - Regular Half Yearly IDCW,INF194KA1R85,INF194KA1R93,Bandhan Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
139202,BANDHAN Corporate Bond Fund - Regular Monthly IDCW,INF194KA1R28,INF194KA1R36,Bandhan Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
135915,BANDHAN Corporate Bond Fund - Regular Periodic IDCW,INF194KA1L99,INF194KA1M07,Bandhan Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
139205,BANDHAN Corporate Bond Fund - Regular Quarterly IDCW,INF194KA1R51,INF194KA1R69,Bandhan Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
150230,BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Annual-IDCW Option,INF251K01EN4,INF251K01EO2,Baroda BNP Paribas Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
150229,BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Growth Option,INF251K01EI4,-,Baroda BNP Paribas Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
150231,BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Monthly-IDCW Option,INF251K01EJ2,INF251K01EK0,Baroda BNP Paribas Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
150228,BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Quarterly-IDCW Option,INF251K01EL8,INF251K01EM6,Baroda BNP Paribas Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
150236,BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Annual IDCW Option,INF251K01GU4,INF251K01GV2,Baroda BNP Paribas Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
150237,BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Growth Option,INF251K01GP4,-,Baroda BNP Paribas Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
150238,BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Monthly IDCW Option,INF251K01GQ2,INF251K01GR0,Baroda BNP Paribas Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
150239,BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Quarterly IDCW Option,INF251K01GS8,INF251K01GT6,Baroda BNP Paribas Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
150233,BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - ANNUAL IDCW OPTION,INF251K01EU9,INF251K01EV7,Baroda BNP Paribas Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
150235,BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - GROWTH OPTION,INF251K01EP9,-,Baroda BNP Paribas Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
150234,BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - MONTHLY IDCW OPTION,INF251K01EQ7,INF251K01ER5,Baroda BNP Paribas Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
150232,BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - QUARTERLY IDCW OPTION,INF251K01ES3,INF251K01ET1,Baroda BNP Paribas Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
126685,CANARA ROBECO CORPORATE BOND FUND - DIRECT PLAN - GROWTH OPTION,INF760K01HB2,-,Canara Robeco Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
126686,CANARA ROBECO CORPORATE BOND FUND - DIRECT PLAN - IDCW (Payout/Reinvestment),INF760K01HC0,INF760K01HD8,Canara Robeco Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
126687,CANARA ROBECO CORPORATE BOND FUND - REGULAR PLAN - GROWTH OPTION,INF760K01GY6,-,Canara Robeco Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
126688,CANARA ROBECO CORPORATE BOND FUND - REGULAR PLAN - IDCW (Payout/Reinvestment),INF760K01GZ3,INF760K01HA4,Canara Robeco Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
144646,DSP Corporate Bond Fund - Direct - Growth,INF740KA1KE8,-,DSP Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
144647,DSP Corporate Bond Fund - Direct - IDCW,INF740KA1KF5,INF740KA1KG3,DSP Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
144651,DSP Corporate Bond Fund - Direct - IDCW - Monthly,INF740KA1KH1,INF740KA1KI9,DSP Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
144648,DSP Corporate Bond Fund - Direct - IDCW - Quarterly,INF740KA1KJ7,INF740KA1KK5,DSP Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
144644,DSP Corporate Bond Fund - Regular - Growth,INF740KA1JX0,-,DSP Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
144650,DSP Corporate Bond Fund - Regular - IDCW,INF740KA1JY8,INF740KA1JZ5,DSP Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
144645,DSP Corporate Bond Fund - Regular - IDCW - Monthly,INF740KA1KA6,INF740KA1KB4,DSP Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
144649,DSP Corporate Bond Fund - Regular - IDCW - Quarterly,INF740KA1KC2,INF740KA1KD0,DSP Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
119289,Franklin India Corporate Debt Fund - Direct - Bonus,INF090I01KC0,-,Franklin Templeton Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
118569,Franklin India Corporate Debt Fund - Direct - GROWTH,INF090I01FW8,-,Franklin Templeton Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
100528,Franklin India Corporate Debt Fund - Growth,INF090I01DG6,-,Franklin Templeton Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
100532,Franklin India Corporate Debt Fund - Monthly Bonus,INF090I01DC5,-,Franklin Templeton Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
100527,Franklin India Corporate Debt Fund - Plan A - Annual - IDCW,INF090I01DH4,INF090I01DI2,Franklin Templeton Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
118570,Franklin India Corporate Debt Fund - Plan A - Direct - Annual - IDCW,INF090I01FX6,INF090I01FY4,Franklin Templeton Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
118573,Franklin India Corporate Debt Fund - Plan A - Direct - Half yearly - IDCW,INF090I01FU2,INF090I01FV0,Franklin Templeton Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
118571,Franklin India Corporate Debt Fund - Plan A - Direct - Monthly - IDCW,INF090I01FQ0,INF090I01FR8,Franklin Templeton Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
118572,Franklin India Corporate Debt Fund - Plan A - Direct - Quarterly - IDCW,INF090I01FS6,INF090I01FT4,Franklin Templeton Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
100531,Franklin India Corporate Debt Fund - Plan B - Half yearly - IDCW,INF090I01DN2,INF090I01DO0,Franklin Templeton Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
100529,Franklin India Corporate Debt Fund - Plan B - Monthly - IDCW,INF090I01DJ0,INF090I01DK8,Franklin Templeton Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
100530,Franklin India Corporate Debt Fund - Plan B - Quarterly - IDCW,INF090I01DL6,INF090I01DM4,Franklin Templeton Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
113070,HDFC Corporate Bond Fund - Growth Option,INF179K01DC2,-,HDFC Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
118987,HDFC Corporate Bond Fund - Growth Option - Direct Plan,INF179K01XD8,-,HDFC Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
132848,HDFC Corporate Bond Fund - IDCW Option,INF179KA1D33,INF179KA1D25,HDFC Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
132849,HDFC Corporate Bond Fund - IDCW Option - Direct Plan,INF179KA1D17,-,HDFC Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
113071,HDFC Corporate Bond Fund - Quarterly IDCW Option,INF179K01DD0,INF179K01DE8,HDFC Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
118986,HDFC Corporate Bond Fund - Quarterly IDCW Option - Direct Plan,INF179K01XB2,INF179K01XC0,HDFC Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
151000,HSBC Corporate Bond Fund - Direct Annual IDCW,INF917K01VZ8,INF917K01VY1,HSBC Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
150996,HSBC Corporate Bond Fund - Direct Growth,INF917K01HN3,-,HSBC Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
150998,HSBC Corporate Bond Fund - Direct Quarterly IDCW,INF917K01HP8,INF917K01HO1,HSBC Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
150997,HSBC Corporate Bond Fund - Direct Semi Annual IDCW,INF917K01HR4,INF917K01HQ6,HSBC Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
151001,HSBC Corporate Bond Fund - Regular Annual IDCW,INF917K01WB7,INF917K01WA9,HSBC Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
150992,HSBC Corporate Bond Fund - Regular Growth,INF917K01AH0,-,HSBC Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
150993,HSBC Corporate Bond Fund - Regular Quarterly IDCW,INF917K01AF4,INF917K01AG2,HSBC Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
150994,HSBC Corporate Bond Fund - Regular Semi Annual IDCW,INF917K01AI8,INF917K01AJ6,HSBC Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
150995,HSBC Corporate Bond Fund -Regular Plan - Bonus,INF917K01AK4,-,HSBC Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
130947,ICICI Prudential Corporate Bond Fund - Bonus,INF109KA1I84,-,ICICI Prudential Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
111988,ICICI Prudential Corporate Bond Fund - Daily IDCW,INF109K01CR9,-,ICICI Prudential Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
120695,ICICI Prudential Corporate Bond Fund - Direct Plan - Daily IDCW,INF109K013B8,-,ICICI Prudential Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
120696,ICICI Prudential Corporate Bond Fund - Direct Plan - Fortnightly IDCW,INF109K014B6,INF109K015B3,ICICI Prudential Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
120692,ICICI Prudential Corporate Bond Fund - Direct Plan - Growth,INF109K016B1,-,ICICI Prudential Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
131152,ICICI Prudential Corporate Bond Fund - Direct Plan - Half Yearly IDCW Option,INF109KA1N38,INF109KA1N20,ICICI Prudential Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
120697,ICICI Prudential Corporate Bond Fund - Direct Plan - Monthly IDCW,INF109K017B9,INF109K018B7,ICICI Prudential Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
120694,ICICI Prudential Corporate Bond Fund - Direct Plan - Quarterly IDCW,INF109K019B5,INF109K012C8,ICICI Prudential Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
120693,ICICI Prudential Corporate Bond Fund - Direct Plan - Weekly IDCW,INF109K010C2,INF109K011C0,ICICI Prudential Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
111990,ICICI Prudential Corporate Bond Fund - Fortnightly IDCW,INF109K01SJ2,INF109K01CS7,ICICI Prudential Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
111987,ICICI Prudential Corporate Bond Fund - Growth,INF109K01CQ1,-,ICICI Prudential Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
131151,ICICI Prudential Corporate Bond Fund - Half Yearly IDCW Option,INF109KA1N12,INF109KA1N04,ICICI Prudential Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
111991,ICICI Prudential Corporate Bond Fund - Monthly IDCW,INF109K01SK0,INF109K01CT5,ICICI Prudential Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
111982,ICICI Prudential Corporate Bond Fund - Premium Daily Dividend,INF109K01CL2,-,ICICI Prudential Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
111985,ICICI Prudential Corporate Bond Fund - Premium Monthly Dividend,INF109K01CO6,-,ICICI Prudential Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
111989,ICICI Prudential Corporate Bond Fund - Weekly IDCW,INF109K01SL8,INF109K01SM6,ICICI Prudential Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
111992,ICICI Prudential Corporate Bond Fund -Quarterly IDCW,INF109K01SN4,INF109K01SO2,ICICI Prudential Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
111976,ICICI Prudential Corporate Bond Fund Retail Daily Dividend,INF109K01CF4,-,ICICI Prudential Mutual Fund,Debt Scheme,Corporate Bond Fund,Low to Moderate
